"AREA_CODE","AREA_NAME","COMPONENT","SEX","AGE_GROUP","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047"
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,7,5506.000,5678.101,5754.122,5582.833,5423.696,5460.405,5375.891,5417.299,5087.482,5085.583,5125.384,5136.393,5126.907,5111.827,5119.274,5126.536,5130.400,5131.914,5137.820,5151.232,5167.442,5185.609,5206.273,5231.304,5257.585,5282.437
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,8,5771.000,5614.375,5781.026,5840.531,5665.528,5506.655,5542.448,5457.494,5500.487,5167.447,5165.264,5205.104,5215.868,5206.101,5190.867,5198.170,5205.304,5209.184,5210.824,5216.880,5230.592,5247.053,5265.501,5286.574,5311.933,5338.680
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,9,5837.000,5874.385,5712.584,5867.740,5920.221,5744.696,5587.429,5622.624,5536.166,5580.026,5243.990,5241.545,5281.450,5292.000,5281.944,5266.549,5273.716,5280.806,5284.720,5286.422,5292.642,5306.595,5323.253,5342.012,5363.452,5389.110
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,10,6034.000,5958.157,5986.425,5814.656,5968.087,6015.961,5841.288,5685.357,5718.774,5630.251,5674.756,5334.969,5332.184,5372.221,5382.641,5372.128,5356.587,5363.656,5370.706,5374.612,5376.421,5382.828,5396.990,5413.938,5432.997,5454.900
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,11,5953.000,6145.946,6063.561,6078.323,5904.737,6058.951,6103.331,5929.899,5774.615,5805.984,5715.427,5760.897,5417.478,5414.681,5454.950,5465.090,5454.312,5438.570,5445.483,5452.540,5456.483,5458.379,5464.959,5479.313,5496.576,5515.978
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,12,6191.000,6067.087,6253.312,6157.700,6166.328,5993.097,6148.776,6190.029,6017.181,5862.594,5891.375,5799.142,5845.294,5498.850,5495.923,5536.251,5546.210,5535.152,5519.271,5526.000,5533.053,5537.027,5539.014,5545.749,5560.370,5577.934
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,13,5990.000,6289.541,6165.790,6336.484,6236.258,6241.712,6070.196,6227.303,6264.808,6092.724,5938.626,5965.331,5871.620,5918.678,5569.590,5566.849,5607.209,5617.043,5605.696,5589.679,5596.398,5603.423,5607.432,5609.503,5616.366,5631.146
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,14,6227.000,6116.541,6406.845,6272.470,6437.737,6335.602,6337.891,6167.885,6325.623,6358.479,6187.294,6034.098,6057.963,5962.412,6010.146,5658.993,5655.702,5695.937,5705.506,5693.949,5677.927,5684.421,5691.421,5695.453,5697.548,5704.567
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,15,5978.000,6329.647,6214.658,6485.627,6353.995,6516.791,6414.478,6414.104,6244.882,6403.070,6431.492,6261.349,6109.167,6131.242,6033.462,6082.494,5729.243,5726.187,5766.360,5775.715,5763.944,5747.905,5754.314,5761.260,5765.287,5767.492
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,16,5859.000,6077.191,6424.393,6296.408,6560.894,6435.710,6595.978,6493.716,6490.054,6321.634,6479.978,6503.912,6334.823,6184.067,6204.222,6104.228,6154.013,5799.830,5796.519,5836.530,5845.717,5833.711,5817.553,5823.929,5830.764,5834.820
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,17,6051.000,5950.634,6162.089,6488.753,6362.451,6620.993,6504.212,6659.924,6557.409,6550.616,6383.952,6540.376,6558.873,6391.935,6244.797,6261.592,6159.424,6210.270,5857.796,5854.183,5893.714,5902.631,5890.644,5874.573,5880.710,5887.448
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,18,5774.000,5957.410,5861.610,6056.743,6366.306,6248.694,6492.023,6389.042,6534.657,6436.213,6424.750,6267.341,6417.920,6429.141,6270.487,6131.386,6146.011,6044.585,6095.913,5754.605,5752.488,5790.593,5798.791,5787.076,5771.734,5777.470
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,19,4628.000,4643.134,4777.698,4696.321,4854.770,5076.151,5014.012,5188.106,5128.308,5226.024,5154.949,5139.212,5018.078,5138.861,5129.801,5012.886,4913.154,4925.661,4834.014,4885.831,4612.806,4615.868,4646.007,4651.488,4642.222,4630.489
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,20,4519.000,4395.685,4423.943,4505.003,4429.462,4572.290,4770.152,4724.589,4868.226,4831.876,4910.967,4845.064,4821.255,4717.721,4825.239,4805.204,4701.598,4616.643,4623.650,4533.998,4583.685,4335.864,4339.681,4366.725,4370.940,4362.322
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,21,4794.000,4701.123,4611.959,4629.033,4692.590,4620.367,4758.369,4962.402,4917.963,5046.265,5027.480,5096.983,5029.354,4989.891,4899.082,5001.266,4968.496,4863.935,4784.102,4783.703,4689.269,4736.494,4492.003,4495.035,4521.399,4524.739
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,22,5405.000,5270.741,5223.463,5159.782,5198.281,5252.649,5184.550,5326.665,5553.196,5509.739,5630.213,5633.838,5697.754,5619.224,5559.664,5475.004,5577.746,5526.844,5413.230,5333.780,5320.904,5212.574,5260.143,5001.384,5001.120,5028.215
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,23,5277.000,5562.754,5436.973,5400.360,5357.528,5409.921,5460.102,5398.500,5539.366,5773.181,5729.196,5841.606,5858.346,5915.532,5832.143,5760.350,5684.007,5783.471,5721.232,5604.550,5528.052,5507.763,5393.306,5440.547,5179.614,5178.487
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,24,5492.000,5448.484,5680.588,5516.512,5478.507,5448.648,5515.878,5567.470,5511.552,5649.148,5884.222,5841.401,5948.407,5973.167,6026.079,5940.616,5862.738,5791.299,5887.972,5819.788,5703.355,5629.288,5604.220,5487.721,5534.258,5275.199
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,25,5577.000,5596.327,5543.214,5705.921,5535.778,5502.079,5490.035,5576.659,5628.572,5575.937,5711.495,5947.739,5906.029,6008.489,6040.304,6089.812,6002.028,5919.916,5851.687,5946.553,5873.103,5757.601,5685.335,5656.758,5538.399,5585.106
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,26,5396.000,5735.741,5732.968,5653.029,5779.693,5613.794,5590.624,5593.270,5691.167,5740.824,5690.369,5824.955,6063.716,6021.851,6121.649,6159.256,6206.306,6115.691,6029.994,5964.160,6058.032,5979.766,5864.635,5793.501,5761.930,5641.583
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,27,5784.000,5534.161,5853.535,5812.622,5730.512,5835.379,5678.677,5664.667,5676.335,5782.992,5830.653,5781.942,5916.057,6157.581,6115.868,6213.647,6256.340,6301.630,6208.221,6119.082,6055.008,6148.401,6065.782,5950.534,5880.198,5845.880
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,28,5952.000,5932.024,5685.012,5966.495,5913.975,5837.180,5928.591,5780.403,5771.733,5789.115,5902.880,5948.797,5901.754,6035.130,6279.519,6237.891,6333.741,6381.006,6424.735,6328.813,6236.491,6174.015,6266.870,6180.600,6065.120,5995.326
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,29,5973.000,6118.828,6081.758,5815.505,6083.619,6028.751,5961.013,6041.774,5899.047,5893.321,5915.687,6036.347,6080.493,6034.880,6167.587,6414.394,6373.150,6467.349,6518.530,6561.166,6462.828,6367.643,6306.500,6398.871,6309.421,6193.603
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,30,6031.000,6139.841,6268.821,6194.445,5931.066,6195.863,6143.075,6084.775,6154.349,6014.614,6011.213,6037.534,6164.409,6207.524,6162.881,6295.779,6546.416,6504.346,6597.788,6652.849,6694.499,6593.529,6495.635,6435.444,6528.024,6435.170
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,31,6379.000,6233.985,6319.959,6415.091,6329.002,6075.177,6342.069,6291.822,6239.472,6298.163,6160.587,6159.330,6189.491,6322.553,6364.607,6320.728,6454.055,6708.602,6666.392,6759.292,6817.835,6858.798,6755.383,6654.486,6594.824,6687.834
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,32,6251.000,6580.440,6427.515,6473.055,6558.534,6469.833,6227.828,6497.626,6447.887,6399.068,6448.550,6312.779,6313.456,6347.083,6485.460,6526.626,6483.198,6616.851,6874.969,6832.560,6924.951,6986.534,7026.922,6921.436,6817.738,6758.603
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,33,6282.000,6402.091,6714.417,6536.244,6566.917,6650.913,6563.338,6333.244,6603.519,6553.140,6507.578,6548.787,6414.590,6417.138,6454.057,6597.545,6637.841,6594.890,6728.865,6990.198,6947.680,7039.667,7103.950,7143.894,7036.396,6930.155
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,34,6269.000,6422.512,6532.226,6814.543,6634.535,6658.473,6743.999,6659.055,6437.236,6706.730,6655.683,6612.941,6646.666,6513.951,6518.275,6557.922,6705.748,6745.251,6702.832,6836.949,7101.135,7058.369,7149.892,7216.651,7256.153,7146.769
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,35,6340.000,6484.674,6622.520,6707.287,6980.911,6804.798,6825.406,6914.127,6828.383,6612.457,6882.811,6830.732,6790.873,6817.437,6685.684,6691.432,6734.124,6887.397,6926.325,6884.036,7019.454,7288.097,7244.806,7336.579,7406.156,7445.429
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,36,6203.000,6506.671,6644.834,6756.012,6836.703,7108.183,6939.132,6957.568,7047.080,6959.400,6748.966,7020.009,6967.214,6929.716,6949.468,6818.253,6825.537,6871.065,7029.604,7068.082,7026.160,7162.644,7435.484,7391.919,7483.906,7556.167
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,37,6274.000,6345.041,6636.575,6755.485,6857.545,6940.564,7212.348,7050.292,7064.924,7154.355,7065.455,6859.705,7131.403,7077.627,7042.560,7056.364,6926.068,6934.727,6982.606,7145.232,7183.281,7141.580,7278.986,7555.202,7510.876,7603.071
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,38,5984.000,6396.379,6459.067,6729.439,6846.996,6946.416,7033.951,7306.340,7148.856,7158.902,7248.048,7157.700,6957.059,7228.760,7174.126,7141.601,7149.827,7020.706,7030.471,7080.501,7247.146,7284.643,7243.154,7381.373,7660.424,7615.560
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,39,5979.000,6116.234,6519.953,6567.734,6832.721,6953.567,7052.834,7144.971,7416.481,7262.503,7268.527,7357.143,7265.870,7069.404,7341.315,7286.067,7255.622,7258.459,7130.051,7140.978,7193.188,7363.354,7400.529,7359.382,7498.228,7780.257
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,40,5792.000,6103.739,6230.863,6620.321,6664.953,6928.210,7054.454,7153.610,7249.160,7518.824,7367.960,7369.983,7458.392,7366.155,7173.619,7445.858,7390.235,7361.478,7359.723,7231.975,7243.866,7298.124,7471.820,7508.645,7467.619,7607.238
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,41,5955.000,5880.401,6182.333,6292.043,6677.239,6722.899,6986.399,7117.617,7215.250,7312.546,7580.086,7432.538,7430.873,7519.064,7426.033,7237.776,7509.643,7453.863,7426.643,7420.844,7293.972,7306.828,7362.915,7539.631,7576.063,7535.316
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,42,5964.000,6045.785,5966.970,6255.035,6359.463,6744.496,6792.172,7056.723,7191.147,7286.473,7385.876,7651.709,7506.757,7501.780,7590.015,7496.272,7311.419,7583.526,7527.183,7501.547,7491.938,7365.954,7379.672,7437.314,7616.666,7652.745
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,43,5828.000,6056.038,6129.289,6039.678,6323.910,6425.746,6812.102,6862.528,7126.808,7264.218,7357.537,7458.891,7723.164,7581.005,7572.731,7660.837,7566.302,7384.870,7656.993,7600.463,7576.045,7562.650,7437.108,7451.766,7511.081,7693.101
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,44,5379.000,5899.739,6127.918,6187.323,6095.695,6378.297,6479.353,6867.196,6918.916,7182.511,7322.511,7414.015,7516.923,7779.818,7640.049,7628.831,7716.987,7621.664,7443.179,7715.577,7658.596,7635.695,7618.976,7494.124,7509.355,7570.067
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,45,5276.000,5495.840,6018.204,6241.409,6295.468,6204.418,6486.802,6587.260,6975.956,7028.610,7291.848,7435.107,7524.553,7629.304,7891.092,7753.583,7739.063,7827.335,7730.967,7555.532,7828.535,7770.853,7749.726,7729.102,7604.893,7620.815
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,46,5601.000,5345.020,5560.930,6080.774,6307.077,6359.426,6269.950,6552.061,6651.264,7040.993,7094.810,7357.914,7504.142,7591.819,7698.998,7959.903,7824.671,7806.983,7895.345,7798.196,7625.787,7899.504,7841.562,7821.710,7797.441,7673.469
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,47,6034.000,5689.167,5430.405,5637.314,6160.025,6392.012,6443.241,6354.962,6636.254,6733.727,7124.468,7179.163,7441.912,7591.073,7676.991,7786.248,8046.297,7913.053,7892.404,7981.060,7883.128,7713.601,7988.077,7929.792,7911.308,7883.776
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,48,6064.000,6105.713,5759.779,5494.244,5699.112,6226.192,6464.584,6514.548,6426.994,6707.250,6803.284,7194.868,7250.343,7512.810,7664.884,7749.147,7860.287,8119.529,7988.303,7964.858,8053.893,7955.185,7788.449,8063.786,8005.082,7988.004
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,49,6758.000,6158.143,6193.423,5842.952,5576.594,5781.243,6313.427,6557.981,6606.698,6519.519,6798.577,6893.457,7286.072,7342.461,7605.033,7759.894,7842.693,7955.788,8214.396,8085.127,8059.092,8148.266,8048.855,7884.544,8160.683,8101.698
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,50,7251.000,6828.906,6229.774,6252.760,5903.954,5639.044,5843.802,6381.738,6631.748,6678.001,6591.349,6869.584,6962.523,7355.803,7413.180,7675.429,7833.208,7914.428,8029.143,8286.801,8159.413,8130.604,8220.281,8119.928,7958.753,8235.550
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,51,7755.000,7340.667,6915.626,6310.145,6328.382,5980.857,5717.973,5923.335,6466.688,6722.209,6766.269,6680.091,6957.735,7049.171,7443.514,7501.867,7764.384,7925.128,8004.838,8121.415,8378.339,8252.832,8221.139,8311.385,8209.997,8051.492
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,52,7218.000,7840.969,7422.906,6991.213,6386.826,6401.732,6056.694,5795.876,6001.105,6549.462,6810.331,6852.930,6767.163,7043.909,7134.085,7529.373,7588.901,7851.736,8015.427,8093.947,8212.197,8468.590,8345.024,8310.813,8401.244,8299.017
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,53,7664.000,7288.271,7899.208,7475.956,7043.133,6442.640,6454.755,6113.115,5854.429,6059.109,6611.707,6877.252,6918.156,6833.041,7108.865,7197.534,7593.372,7654.028,7916.750,8083.177,8160.504,8280.189,8535.735,8414.216,8377.580,8468.333
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,54,7645.000,7726.963,7352.377,7949.744,7525.618,7092.341,6496.663,6507.294,6168.458,5911.482,6115.587,6671.907,6941.705,6980.633,6896.135,7171.069,7258.258,7654.574,7715.975,7978.397,8147.156,8223.210,8344.477,8599.055,8479.256,8440.196
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,55,7856.000,7734.996,7813.230,7435.076,8023.982,7599.500,7166.258,6573.512,6581.092,6244.304,5988.126,6192.446,6754.838,7030.300,7067.593,6983.406,7257.915,7343.946,7741.956,7804.582,8067.402,8239.566,8314.368,8437.772,8692.069,8574.032
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,56,7980.000,7951.903,7831.707,7901.884,7526.298,8108.338,7683.349,7250.437,6660.093,6664.144,6329.281,6073.664,6278.063,6846.135,7127.596,7163.631,7079.836,7353.619,7438.814,7838.266,7902.396,8165.812,8341.416,8415.256,8540.679,8794.627
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,57,7900.000,8048.213,8021.198,7896.104,7962.961,7590.607,8166.621,7742.312,7309.984,6723.151,6723.945,6392.165,6137.946,6342.350,6914.890,7201.417,7235.775,7152.427,7425.250,7509.552,7909.928,7975.147,8238.635,8417.316,8489.815,8617.116
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,58,7719.000,7978.692,8124.151,8093.714,7967.975,8032.599,7664.725,8234.771,7810.362,7378.548,6795.135,6793.347,6463.886,6210.959,6415.439,6992.660,7283.719,7316.827,7234.068,7505.913,7589.372,7990.617,8057.027,8320.627,8502.398,8573.687
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,59,7634.000,7780.496,8038.522,8177.493,8147.831,8021.419,8085.318,7722.127,8285.357,7861.215,7429.889,6850.043,6845.468,6518.596,6267.109,6471.553,7053.169,7348.770,7380.671,7298.400,7569.393,7652.160,8054.107,8121.769,8385.619,8570.597
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,60,7497.000,7733.753,7882.751,8134.167,8268.392,8240.338,8115.297,8178.133,7817.886,8374.948,7950.198,7518.477,6940.750,6932.806,6608.031,6357.245,6561.752,7149.544,7451.163,7482.094,7400.339,7670.687,7752.924,8156.773,8225.935,8490.616
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,61,7420.000,7576.980,7812.101,7959.895,8207.449,8338.438,8313.296,8189.076,8250.422,7893.091,8443.880,8019.233,7587.873,7013.257,7002.017,6679.780,6430.031,6634.331,7226.696,7533.609,7563.802,7482.543,7751.644,7833.421,8238.439,8308.939
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,62,6950.000,7480.644,7642.243,7870.554,8019.234,8262.533,8393.438,8370.651,8246.973,8306.902,7953.010,8497.858,8073.401,7643.136,7072.380,7058.950,6739.681,6491.621,6695.902,7292.397,7603.653,7632.652,7552.243,7820.363,7901.408,8307.450
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,63,6853.000,6994.440,7523.793,7683.122,7911.182,8063.422,8303.171,8431.519,8410.493,8288.532,8347.201,7997.741,8534.814,8112.358,7683.686,7117.180,7101.567,6785.598,6539.529,6743.227,7342.503,7657.833,7686.331,7606.877,7873.724,7953.996
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,64,6643.000,6889.557,7033.397,7554.991,7717.797,7945.451,8098.996,8337.284,8462.776,8443.538,8322.888,8379.907,8034.353,8564.680,8143.763,7717.208,7156.184,7138.075,6825.666,6581.648,6784.930,7386.701,7705.493,7733.158,7654.727,7919.663
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,65,6185.000,6673.251,6919.137,7060.894,7576.778,7742.572,7971.664,8127.031,8362.536,8484.694,8467.608,8348.731,8404.373,8063.498,8586.049,8167.586,7743.268,7187.143,7167.087,6858.399,6616.498,6819.459,7423.038,7745.716,7772.889,7695.590
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,66,6073.000,6202.223,6686.122,6927.954,7071.103,7582.757,7753.007,7980.237,8136.924,8369.553,8488.767,8473.920,8356.901,8411.374,8075.522,8590.339,8174.879,7753.608,7203.749,7182.166,6877.860,6638.798,6841.300,7445.913,7771.521,7797.941
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,67,6073.000,6084.470,6218.287,6696.007,6935.236,7080.500,7588.433,7762.347,7987.957,8145.951,8376.354,8492.850,8480.069,8364.717,8418.299,8087.430,8594.801,8182.508,7764.047,7219.709,7196.864,6896.304,6659.812,6861.693,7467.027,7795.446
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,68,6175.000,6067.354,6083.022,6223.344,6695.179,6930.985,7077.460,7581.382,7759.036,7982.753,8141.985,8370.545,8484.684,8473.580,8360.412,8413.099,8087.929,8587.041,8178.700,7763.451,7225.014,7200.711,6903.948,6670.169,6871.247,7476.651
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,69,5930.000,6164.950,6060.508,6078.301,6219.374,6688.954,6922.834,7070.316,7570.480,7750.532,7973.020,8133.347,8359.511,8471.833,8462.505,8351.349,8403.333,8083.197,8575.141,8170.838,7758.843,7226.290,7200.920,6907.894,6676.677,6876.877
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,70,5774.000,5885.154,6117.461,6016.992,6032.991,6179.301,6642.633,6874.509,7022.919,7515.951,7698.013,7918.360,8079.055,8302.631,8412.764,8405.130,8296.785,8348.391,8034.811,8517.905,8119.266,7712.740,7188.059,7162.248,6874.148,6646.533
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,71,5758.000,5716.942,5829.927,6058.987,5961.391,5978.608,6128.147,6585.425,6814.994,6963.570,7449.564,7632.823,7851.290,8011.898,8232.809,8341.024,8335.039,8229.609,8280.847,7974.084,8448.391,8055.683,7655.137,7139.266,7113.181,6830.236
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,72,5930.000,5699.612,5656.595,5768.998,5995.938,5900.632,5920.920,6071.929,6522.947,6750.217,6898.783,7377.648,7561.919,7778.260,7938.851,8157.139,8263.551,8258.961,8156.792,8207.664,7907.901,8372.900,7987.106,7592.690,7085.715,7059.130
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,73,6168.000,5855.294,5634.747,5587.701,5698.224,5919.318,5830.207,5853.370,6005.292,6449.045,6673.275,6822.501,7293.521,7478.116,7692.457,7852.712,8068.578,8173.355,8170.071,8071.338,8121.881,7829.499,8284.943,7906.452,7518.663,7021.204
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,74,6306.000,6075.930,5773.238,5558.000,5511.047,5621.388,5836.900,5752.028,5777.997,5931.085,6367.319,6588.354,6737.613,7200.759,7385.537,7597.734,7757.546,7970.847,8074.064,8072.217,7977.169,8027.385,7742.673,8188.450,7817.719,7436.983
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,75,6419.000,6182.582,5959.317,5663.154,5455.659,5406.087,5518.132,5728.630,5648.026,5677.046,5830.420,6258.557,6475.671,6624.692,7078.595,7262.807,7472.418,7631.194,7841.889,7943.136,7943.067,7851.851,7902.050,7625.382,8061.707,7699.141
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,76,5275.000,6282.345,6053.532,5835.238,5545.691,5344.651,5296.035,5407.502,5612.923,5536.138,5567.857,5721.604,6140.950,6354.302,6502.144,6947.286,7130.577,7337.550,7495.210,7702.720,7802.706,7804.377,7717.174,7767.397,7499.128,7925.899
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,77,4880.000,5152.566,6147.301,5931.789,5716.409,5433.599,5237.286,5189.586,5300.087,5500.421,5427.783,5460.990,5615.052,6025.625,6235.095,6382.071,6817.567,7000.176,7204.686,7361.409,7566.103,7664.780,7668.071,7585.051,7635.171,7376.065
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,78,5028.000,4759.216,5030.606,6001.810,5799.813,5586.428,5312.388,5121.880,5074.346,5183.526,5378.515,5310.685,5345.139,5498.968,5900.311,6105.693,6251.800,6677.021,6858.449,7060.433,7216.147,7418.185,7515.525,7520.401,7441.694,7491.846
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,79,4417.000,4870.849,4623.010,4888.439,5837.374,5645.089,5435.330,5171.335,4987.776,4941.239,5048.549,5238.183,5174.991,5211.179,5364.276,5755.126,5956.245,6101.034,6515.243,6695.344,6893.980,7048.111,7246.848,7342.831,7349.603,7275.636
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,80,3824.000,4238.784,4681.133,4444.130,4707.483,5629.379,5441.569,5238.587,4986.905,4812.480,4766.146,4872.984,5055.391,4997.725,5036.041,5187.426,5565.826,5760.696,5904.088,6304.408,6481.792,6676.121,6828.065,7023.065,7116.640,7125.667
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,81,3327.000,3664.418,4064.955,4494.071,4274.183,4521.544,5420.402,5240.832,5045.034,4804.987,4637.766,4593.916,4698.933,4874.625,4821.974,4861.854,5011.803,5377.292,5566.580,5707.838,6094.843,6269.679,6459.805,6609.617,6800.327,6892.320
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,82,3283.000,3168.305,3495.075,3881.021,4295.939,4094.078,4329.290,5195.790,5028.492,4840.410,4612.714,4453.236,4411.718,4514.404,4682.987,4635.663,4676.520,4824.455,5176.393,5359.776,5498.323,5871.351,6043.196,6228.823,6376.472,6562.502
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,83,3047.000,3109.231,3009.679,3323.432,3693.738,4089.495,3905.166,4131.715,4963.224,4808.246,4627.086,4412.296,4261.713,4221.544,4322.346,4483.666,4441.963,4483.926,4629.657,4967.549,5144.667,5280.874,5639.042,5807.748,5989.014,6134.035
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,84,2811.000,2887.938,2948.582,2861.476,3158.215,3512.297,3891.432,3725.224,3941.444,4732.050,4599.565,4423.888,4220.891,4078.010,4038.945,4137.249,4291.143,4255.315,4297.034,4440.939,4764.862,4935.867,5069.311,5413.019,5578.294,5756.171
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,85,2591.000,2612.869,2692.971,2748.563,2673.165,2947.149,3283.341,3641.971,3492.762,3696.887,4441.616,4323.118,4157.938,3969.676,3837.181,3801.041,3896.319,4042.311,4011.561,4054.317,4193.897,4500.622,4664.096,4793.303,5120.006,5280.236
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",Population,persons,86,2144.000,2385.236,2411.615,2487.007,2537.405,2473.634,2728.559,3042.302,3378.780,3245.882,3438.267,4136.234,4028.399,3874.522,3702.727,3581.454,3547.717,3640.752,3777.595,3752.659,3796.258,3931.468,4219.967,4375.007,4499.801,4808.160
